Video ID,Comment ID,Published At,Updated At,Likes,Comment Text,BERT Label,confidence,True Label,predicted_label
xjDjIWPwcPU,UgyO6YSMuuWUoPDYyzF4AaABAg,2023-06-24T10:32:24Z,2023-06-24T10:32:24Z,0,RIP😭😭😭,NON_HATE,0.9780728221,NON_HATE,NON_HATE
xjDjIWPwcPU,UgzHS9JWDRktoPM7ryt4AaABAg,2023-06-21T20:21:52Z,2023-06-21T20:21:52Z,0,😔🥲🖤,NON_HATE,0.9780728221,NON_HATE,NON_HATE
xjDjIWPwcPU,Ugz1XFDL8WbzFDgD5ux4AaABAg,2023-06-21T08:19:05Z,2023-06-21T08:19:05Z,1,best Marvel movie of all time 🙌,NON_HATE,0.9626649022,NON_HATE,NON_HATE
xjDjIWPwcPU,UgxywngH1zv6bo0doEx4AaABAg,2023-06-20T14:24:27Z,2023-06-20T14:24:27Z,0,When MCU is not MSheU,NON_HATE,0.956046164,HATE,NON_HATE
xjDjIWPwcPU,UgwjxaHYCQFWsAPqow14AaABAg,2023-06-15T23:52:56Z,2023-06-15T23:52:56Z,0,2:09,NON_HATE,0.9764482379,NON_HATE,NON_HATE
xjDjIWPwcPU,Ugz7D9jODGRdGYDVYfd4AaABAg,2023-06-13T23:52:14Z,2023-06-13T23:52:14Z,0,The best is at the end when he's walking n the claws come out,NON_HATE,0.9262112975,NON_HATE,NON_HATE
xjDjIWPwcPU,Ugy2aWxMplO1CX9QIQt4AaABAg,2023-06-06T15:22:46Z,2023-06-06T15:22:46Z,0,“The revolution will be live!”,NON_HATE,0.912283957,NON_HATE,NON_HATE
xjDjIWPwcPU,UgzeVx5BqhuroLiw3mZ4AaABAg,2023-06-04T23:49:38Z,2023-06-04T23:49:38Z,0,So much talent and brilliance. ❤Wakanda forever,NON_HATE,0.9731316566,NON_HATE,NON_HATE
xjDjIWPwcPU,Ugxmiix50briGD9i43V4AaABAg,2023-06-03T16:39:45Z,2023-06-03T16:39:45Z,1,RIP Chadwick Boseman,NON_HATE,0.9474619031,NON_HATE,NON_HATE
xjDjIWPwcPU,UgyILG-1TBCgi-TWe0p4AaABAg,2023-06-03T06:01:48Z,2023-06-03T06:01:48Z,0,I remember pirating this movie in 2018 lol. Good movie though!!,NON_HATE,0.968819499,NON_HATE,NON_HATE
xjDjIWPwcPU,UgxnkqAeDHocvecvoIh4AaABAg,2023-06-03T00:16:56Z,2023-06-03T00:16:56Z,0,This movie true masterpiece,NON_HATE,0.970389545,NON_HATE,NON_HATE
xjDjIWPwcPU,UgygOis_oZnnB2ve41l4AaABAg,2023-05-30T14:12:11Z,2023-05-30T14:12:11Z,0,Wakanda for ever just wow we miss u our black panther😢😢😢.,NON_HATE,0.8326650262,NON_HATE,NON_HATE
xjDjIWPwcPU,Ugy6llBByhSnfS0TgzN4AaABAg,2023-05-30T02:11:58Z,2023-05-30T02:11:58Z,1,The Revolution will be Live 🔥🔥,NON_HATE,0.8347010016,NON_HATE,NON_HATE
xjDjIWPwcPU,UgyPPT7GdDulXDrZrUZ4AaABAg,2023-05-28T18:50:06Z,2023-05-28T18:50:06Z,0,Black penther are you in Kenya,NON_HATE,0.9450464249,NON_HATE,NON_HATE
xjDjIWPwcPU,Ugwu30pkvS4ZYUigZLB4AaABAg,2023-05-28T15:26:53Z,2023-05-28T15:26:53Z,0,Story Sucks,NON_HATE,0.9724235535,NON_HATE,NON_HATE
xjDjIWPwcPU,Ugya78fd0ZReau-bTEh4AaABAg,2023-05-26T14:44:37Z,2023-05-26T14:44:37Z,0,"That was half of half kingdom cousins ...
Because one of them grow up royalty value and education and such as Alien of sky or witch ör death awake ,
But he did not win War .
The other of them grow up poorly and non education and humanlity but he won every War nearly almost all of them , Even if the last War did nor accept to succesfully.

And then for thus they are half of half kingdom cousins royalty value,
What happened outside the metal of vibrabium lived ? What did u do such wildly animal ?
Why did u not keep on life such as royalty ? And also he nearly always same life such as head on own hand ... 

Even if he won War of protesto attack War , they are equalty War and also just blood kingdom",NON_HATE,0.6870769858,NON_HATE,NON_HATE
xjDjIWPwcPU,UgzbTRNeVbW3N0rrxQZ4AaABAg,2023-05-15T16:02:01Z,2023-05-22T18:55:07Z,0,I get goosebumps from this trailer🔥. RIP CHADWICK BOSEMAN🙏🙏😞,NON_HATE,0.9398767948,NON_HATE,NON_HATE
xjDjIWPwcPU,UgzLS9dBpyEeXZHFqKh4AaABAg,2023-05-12T16:49:54Z,2023-05-12T16:49:54Z,0,Marvel sure makes absolute junk.,NON_HATE,0.9767532349,NON_HATE,NON_HATE
xjDjIWPwcPU,UgxCYUsk6zPp_Ug5TvZ4AaABAg,2023-05-12T15:43:37Z,2023-05-12T15:43:37Z,1,Nah not me…….but I have a few good men in mind ❤,NON_HATE,0.9604301453,NON_HATE,NON_HATE
xjDjIWPwcPU,UgxbgpndjoTcY5G5SoR4AaABAg,2023-05-12T13:30:32Z,2023-05-12T13:30:32Z,0,hopefully this movie got re-released or back to theatres,NON_HATE,0.9637494087,NON_HATE,NON_HATE
xjDjIWPwcPU,Ugy53x78li7FJoABXTp4AaABAg,2023-05-11T18:24:56Z,2023-05-11T18:24:56Z,1,Watching this after 5 years when wakanda forever can and the one and only black panther aka tchalla aka the black panther,NON_HATE,0.9391056299,NON_HATE,NON_HATE
xjDjIWPwcPU,UgwRfPFH2z5DShXlNPF4AaABAg,2023-05-11T02:39:33Z,2023-05-11T02:39:33Z,0,Classic,NON_HATE,0.9780728221,NON_HATE,NON_HATE
xjDjIWPwcPU,UgzcsydQHH-vKIoX-Gh4AaABAg,2023-05-11T00:45:24Z,2023-05-11T00:45:41Z,17,"I don’t care how many years this is, it’s always a good movie. rest in peace Chadwick Boseman",NON_HATE,0.9446007013,NON_HATE,NON_HATE
xjDjIWPwcPU,Ugyd5V3v9I5hahPE0XR4AaABAg,2023-04-27T10:07:48Z,2023-04-27T10:07:48Z,2,RIP Black Panther 😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢,NON_HATE,0.903600812,NON_HATE,NON_HATE
xjDjIWPwcPU,UgwEGjx6kjCfkTctyPB4AaABAg,2023-04-25T00:16:42Z,2023-04-25T00:16:42Z,1,Long live the king😞,NON_HATE,0.9645774364,NON_HATE,NON_HATE
xjDjIWPwcPU,UgxPQKAS8XkejtlRmjN4AaABAg,2023-04-24T06:29:39Z,2023-04-24T06:29:39Z,0,goodd,NON_HATE,0.9760495424,NON_HATE,NON_HATE
xjDjIWPwcPU,UgyR-jM57MIQpCUcfHh4AaABAg,2023-04-17T02:01:37Z,2023-04-17T02:02:11Z,2,When Spartacus and his men were captured the Romans ask them who was Spartacus? and all of them stood up one after the other and said that they were all Spartacus and that is the same for Chadwick boseman to many people forever my king .💯👍,NON_HATE,0.7814124227,NON_HATE,NON_HATE
xjDjIWPwcPU,Ugx5c-VeAZMpsnz3K5N4AaABAg,2023-04-14T04:28:54Z,2023-04-14T04:28:54Z,1,This one is better than wakanda forever😢,NON_HATE,0.9635699987,NON_HATE,NON_HATE
xjDjIWPwcPU,Ugyr2mvE_yRB1ptaeUt4AaABAg,2023-04-14T00:42:07Z,2023-04-14T00:42:07Z,0,First 40 seconds 🔥,NON_HATE,0.973546803,NON_HATE,NON_HATE
xjDjIWPwcPU,UgweG8IGQcyEkVv5XDJ4AaABAg,2023-04-13T18:14:22Z,2023-04-13T18:14:22Z,0,This music reminds me of the DOOM ost - at dooms gate,NON_HATE,0.9614621401,NON_HATE,NON_HATE
xjDjIWPwcPU,UgwhAcdmxVZizwUrDLF4AaABAg,2023-04-13T04:11:55Z,2023-04-13T04:11:55Z,2,The playlist of this movie is fire.,NON_HATE,0.9764977694,NON_HATE,NON_HATE
xjDjIWPwcPU,Ugy6ItToQHeMa_gtmWV4AaABAg,2023-04-11T02:45:30Z,2023-04-11T02:45:30Z,0,It's been 5 years this trailer still hits diffrent,NON_HATE,0.9724898338,NON_HATE,NON_HATE
xjDjIWPwcPU,UgzDmpqg9vIQ--gnnLp4AaABAg,2023-04-09T15:07:57Z,2023-04-09T15:07:57Z,0,"Peak MCU time, peak trailer and an amazing actor.",NON_HATE,0.9764605761,NON_HATE,NON_HATE
xjDjIWPwcPU,UgzByQseH8IWr3c3YBd4AaABAg,2023-04-06T19:54:39Z,2023-04-06T19:54:39Z,2,"Chadwick was a TRUE hero in real life! Fighting cancer, and still bringing a smile to our face! Rip to you goat! 💔 ❤ loves forever",NON_HATE,0.7997974753,NON_HATE,NON_HATE
xjDjIWPwcPU,Ugwq2aS8CQH8meP53iJ4AaABAg,2023-04-03T10:02:33Z,2023-04-03T10:04:39Z,0,"This is a classic 👌 it set a different standard for marvel. If it's your favorite then ohhh boi don't I have  a Quiz for you.  True fans only though 😂, if you are not you'll surely be exposed but you can try.😮",NON_HATE,0.9486409426,NON_HATE,NON_HATE
xjDjIWPwcPU,UgycQ8itgxz75JtLRm54AaABAg,2023-04-02T15:56:19Z,2023-04-02T15:56:19Z,0,"And then despite Chadwick's direct request to re-cast his character they made Wakanda Forever into diverse and inclusive mess with Shuri becoming a new Panther, which made no sense storywise whatsoever.",NON_HATE,0.9663080573,HATE,NON_HATE
xjDjIWPwcPU,Ugy4js_Ss1Jm5pVFd6J4AaABAg,2023-04-01T11:05:10Z,2023-04-01T11:05:10Z,0,Yee can y'all extinct my lion thru time in reverse I don't like body swapping it's disgusting it's only for losers and ugly people @Africa I don't want to be alive no more cause of simulation self pods and etc I'm. Straight,HATE,0.780492723,HATE,NON_HATE
xjDjIWPwcPU,UgwraEix8N1dIRj2jNh4AaABAg,2023-03-24T10:39:15Z,2023-03-24T10:39:15Z,1,"GUYS I SERIOUSLY HOPE THE MARVEL CINEMATIC UNIVERSE CAN REDEEM ITSELF AGAIN AT THIS LEVEL OF TIME DUE TO PHASE 4 NOT HAVING THE SAME HYPE THE MCU WAS AT ITS PEAK DURING BLACK PANTHER, AVENGERS INFINITY WAR AND AVENGERS ENDGAME MAYBE THE MCU SET THE BAR TOO HIGH?",NON_HATE,0.8634211421,NON_HATE,NON_HATE
xjDjIWPwcPU,Ugxv5q3UoVpJIuL21xl4AaABAg,2023-03-21T22:14:38Z,2023-03-21T22:19:29Z,0,"As a South African, I have to agree that Ulysses Klaue reaches the pinnacle of most South African name ever. Though I would have personally gone for Barend Van Der Merwe... or Kristian Pretorius.",NON_HATE,0.8972864151,NON_HATE,NON_HATE
xjDjIWPwcPU,UgzyoYAKwLgnPDbWs8t4AaABAg,2023-03-17T22:49:33Z,2023-03-17T22:49:33Z,1,"Why all the time good people get Cancer and those Bad politicians are not?
I am sure there is no GOD",NON_HATE,0.8895357847,NON_HATE,NON_HATE
xjDjIWPwcPU,Ugyn9BX02oGm5sf5sW54AaABAg,2023-03-17T15:18:58Z,2023-03-17T15:18:58Z,0,This movie sucked,NON_HATE,0.9758573174,NON_HATE,NON_HATE
xjDjIWPwcPU,Ugxjd93unKI-63PukgR4AaABAg,2023-03-15T22:53:47Z,2023-03-15T22:53:47Z,0,After 5 years I still come back,NON_HATE,0.9770390391,NON_HATE,NON_HATE
xjDjIWPwcPU,UgxmC52HtqMOzS9NGdd4AaABAg,2023-03-14T03:44:14Z,2023-03-14T03:44:14Z,0,I CUT MY MOTHER IN HER FACE WITH A PINK TREE,NON_HATE,0.8217713833,NON_HATE,NON_HATE
xjDjIWPwcPU,Ugw6TTq1TdVfGbnxA9R4AaABAg,2023-03-13T06:40:34Z,2023-03-13T06:40:34Z,0,"actually, it's racism, why do only blacks live in wakanda?",NON_HATE,0.8509500623,HATE,NON_HATE
xjDjIWPwcPU,UgzdvbgHucxzOcZ30-J4AaABAg,2023-03-12T21:28:18Z,2023-03-12T21:28:18Z,0,What a complete retarded and racist shitmovie....,NON_HATE,0.5324357152,HATE,NON_HATE
xjDjIWPwcPU,UgxKZYIkiRpIc6ftYDN4AaABAg,2023-03-08T17:27:13Z,2023-03-08T17:27:13Z,0,A joke that is all this is goodday..,NON_HATE,0.9688638449,NON_HATE,NON_HATE
xjDjIWPwcPU,Ugx-V63QNlYW7wZhmrV4AaABAg,2023-03-06T03:10:09Z,2023-03-06T03:10:09Z,0,Man the difference between parts 1 and 2 is a lot. Part 1 never could compare with part 2. It's 100% better,NON_HATE,0.9716948867,NON_HATE,NON_HATE
xjDjIWPwcPU,Ugw0WLIDz87R_4HC4o14AaABAg,2023-03-04T23:00:48Z,2023-03-04T23:00:48Z,0,"A highly advanced black society... I like science fiction, but this is jumping the shark.",NON_HATE,0.9706562161,HATE,NON_HATE
xjDjIWPwcPU,UgwhNFbbgzrHJ6mbC2Z4AaABAg,2023-03-03T01:09:34Z,2023-03-03T01:09:34Z,0,Glad we re not of that would,NON_HATE,0.9654604793,NON_HATE,NON_HATE
xjDjIWPwcPU,UgzcFmxNsHs0aq0GN954AaABAg,2023-03-02T10:12:16Z,2023-03-02T10:12:16Z,0,I'm gonna obliterate Wakanda,NON_HATE,0.8948842287,NON_HATE,NON_HATE
xjDjIWPwcPU,UgyEkX3pwzObFKiJag54AaABAg,2023-02-28T19:10:38Z,2023-02-28T19:10:38Z,0,what's the song plz that's so dope,NON_HATE,0.9722973108,NON_HATE,NON_HATE
xjDjIWPwcPU,Ugyf_Zn-M5EbfDNuOb94AaABAg,2023-02-27T03:41:28Z,2023-02-27T03:41:28Z,0,Chadwick bosemen is a goat fr,HATE,0.6948035955,NON_HATE,NON_HATE
xjDjIWPwcPU,Ugy9DgljQzkpmKcAK7p4AaABAg,2023-02-26T06:52:09Z,2023-02-26T06:52:09Z,0,Last movie I saw in the theater like five years ago it was really good,NON_HATE,0.9720180631,NON_HATE,NON_HATE
xjDjIWPwcPU,UgzR693PAEtUUBo7eul4AaABAg,2023-02-24T19:01:10Z,2023-02-24T19:01:10Z,1,"I have a pretty cool and inclusive idea, what if in the next black panther movie - the main character and super hero is a middle aged white guy? What you guys think?",NON_HATE,0.9716406465,,NON_HATE
xjDjIWPwcPU,UgyboFBW_DTdvA7jVIB4AaABAg,2023-02-22T13:17:33Z,2023-02-22T13:17:33Z,0,1:45,NON_HATE,0.9762929678,NON_HATE,NON_HATE
xjDjIWPwcPU,Ugyt0g_O1KrfmxbOUOF4AaABAg,2023-02-17T05:54:26Z,2023-02-17T05:54:26Z,2,R.I.P CHADWICK BOSEMAN,NON_HATE,0.9366657734,NON_HATE,NON_HATE
xjDjIWPwcPU,Ugw16rF-E4x1Hl9OpU54AaABAg,2023-02-17T01:53:14Z,2023-02-17T01:53:14Z,0,Good times when marvel hadn't gone woke 😮‍💨,NON_HATE,0.9662027359,,NON_HATE
xjDjIWPwcPU,UgyyuG0JSr8oUtd8icF4AaABAg,2023-02-17T01:34:31Z,2023-02-17T01:34:31Z,2,"5 years old!

An operatic comic book film I gotta say even though it falls short of pitch perfect.
The cast is excellent, the African culture is spot-on with the costumes and colors, and hits some great politics.
The look of Wakanda is pretty impressive not only appearing as large skyscrapers but also feeling grounded with traditional architecture of stone homes and hut villages making it a character.
The music is a cool mixture of African instrumentals and hip-hop tunes.
There’s just a lack of big action set pieces, not that much Black Panther in the actual film, some of the CGI looks cartoonish and they really did waste Andy Serkis after he had such a cool intro in ‘Age of Ultron’.
But the film is a breakthrough bringing so much African American influence bringing a lot of attention about what a third-world nation can still offer. 
I’m happy this is a game changer as far as portraying black superheroes socially and having big cultural significance.
Touches upon racism, colonialism, slavery, unification vs isolation, and choosing between kingful duties and the warrior's way.
Killmonger is a very sympathetic villain next to Loki and you get why he does what he does particularly when it comes to how history has treated blacks in the past.
It’s cool the female characters are strong, intelligent, resourceful and wise.
‘Black Panther’ not only acknowledges and celebrates traditional African society, but also debates, the power and beauty of black women, and the complications of family dynamics. 
Heck it even unpacks various types of masculinity while doing so. 
Dads shouldn't afraid to have tough conversations with their kids next to admitting making mistakes.
It might shatter the pristine image of ""manliness"" but honesty and openness strengthens the relationship. 
It's okay to stumble cause you learn from the experience. 
Marvel Studios achieves big time with this one; Overall it's a statement of positivity disavowing cynicism and embracing death as a change of worlds--knowing we will see our loved ones already gone.",NON_HATE,0.9670619965,NON_HATE,NON_HATE
xjDjIWPwcPU,UgxUX7Fh1dSCeQeC9Pd4AaABAg,2023-02-16T12:50:38Z,2023-02-16T12:50:38Z,3,"Happy 5th anniversary, Black Panther!
Released 02/16/2018!",NON_HATE,0.9703902006,NON_HATE,NON_HATE
xjDjIWPwcPU,UgyXLUfCBkQThwZDN7V4AaABAg,2023-02-15T09:22:27Z,2023-02-15T09:22:27Z,0,Bozeman done all these movies while having cancer RIP Legend ❤,NON_HATE,0.9507659674,NON_HATE,NON_HATE
xjDjIWPwcPU,UgxN07By7xpeh7gDrId4AaABAg,2023-02-15T04:14:27Z,2023-02-15T04:21:17Z,1,"Pehle Rage
Fir Rape
Fir Exploitation
Fir Jealousy
Fir Info Gathering
Fir Copy Cat year 2000
Fir Drama
Fir Murder",NON_HATE,0.9094507098,NON_HATE,NON_HATE
xjDjIWPwcPU,UgwiEorCsKD3reDEwgF4AaABAg,2023-02-10T09:31:24Z,2023-02-10T09:31:24Z,0,"The fact that this 2 min Trailer is better then some 2 hours Marvel movies.Also , this is prove that the Song you choose has at least 50% influence and weight on the Trailer.The Songs represents everything, the Fight, the black struggle in society in the Marvel universe and the ""bow down"" in the Lyrics also refering the the King but at the Same time the Artist talking in His Lyrics wanting black people to Go big and wanting to See a black President, Just fits seeing wakanda coming Out and showing their true Power and the King showing the Power of the black  society with the black Panther costume and Power. This Trailer is Just on Point",NON_HATE,0.8206637502,NON_HATE,NON_HATE
xjDjIWPwcPU,UgwlIqB0zuVsQjCzxaJ4AaABAg,2023-02-05T19:06:37Z,2023-02-05T19:06:37Z,0,🔥🔥🔥,NON_HATE,0.9780728221,NON_HATE,NON_HATE
xjDjIWPwcPU,UgyTznDLPt0IN1IhZP54AaABAg,2023-02-05T15:23:17Z,2023-02-05T15:23:17Z,0,Ddd,NON_HATE,0.9780728221,NON_HATE,NON_HATE
xjDjIWPwcPU,UgzeWo6gKQ8iG0lyUrJ4AaABAg,2023-02-03T17:22:26Z,2023-02-03T17:22:26Z,1,Legends watching in 2023 !!! 😁,NON_HATE,0.9705576897,NON_HATE,NON_HATE
xjDjIWPwcPU,Ugz6XzjG3HcI4wDPyjR4AaABAg,2023-01-31T08:50:52Z,2023-01-31T08:50:52Z,1,anyone who cares about cc spanish,NON_HATE,0.9659938216,NON_HATE,NON_HATE
