Video ID,Comment ID,Published At,Updated At,Likes,Comment Text,label,confidence
AIc671o9yCI,Ugz7sqCrQYUyhALfBeJ4AaABAg,2023-06-26T17:20:29Z,2023-06-26T17:20:29Z,0,"An incredibly stupid movie. If Helen Mirren wasn't in it, I'd turn it off after 10 minutes!! 😑",NON_HATE,0.7158461213111877
AIc671o9yCI,UgzXGm8MxxVw70RtaM54AaABAg,2023-06-24T14:03:47Z,2023-06-24T14:03:47Z,1,Absolutely horrible acting & movie.. not even the humor they try to put in is funny.. it's just bad all over.,NON_HATE,0.9444356560707092
AIc671o9yCI,Ugxy_ulmL6sEi6qSW9Z4AaABAg,2023-06-22T00:26:49Z,2023-06-22T00:32:11Z,0,"Idk about you guys but after watching Shazam Fury of the Gods I started to hate Billy Bastion character. Personally, I don't have anything against the actors. They're all great! I just find Shazam the most stupid DC superhero. He got the staff back from Hespera but instead of attacking her with it and disabling her powers (same way she did with Ann Thea's powers), he decided to ""sacrifice"" himself and play the hero. Which then, made them acknowledge him as a god? I know he's a kid but srsly his immaturity and stupidity annoys me so much! He has Zeus's powers! So technically, he's supposed to be more powerful than Diana Prince but he lacks the common sense 😑",NON_HATE,0.7990617156028748
AIc671o9yCI,UgxBouud7cYFrRlitwt4AaABAg,2023-06-17T22:54:29Z,2023-06-17T22:54:29Z,0,One of the worst superhero movies I ever saw…looked like a deficient power rangers movie,NON_HATE,0.9410859942436218
AIc671o9yCI,Ugz4y1fnyuIHohNS3Ih4AaABAg,2023-06-08T06:47:20Z,2023-06-08T06:47:20Z,1,Wow it's one of the rarest times where part 2 is 10 times better than the original.,NON_HATE,0.976006031036377
AIc671o9yCI,UgwwPxodTSPvQlPTpMt4AaABAg,2023-06-07T01:08:44Z,2023-06-07T01:08:44Z,0,"Man I loved the Shazam Saturday morning show, the first movie was OK but he was so old and now in part 2 good grief he looks like a senior citizen. What's the deal with using such an old man for the part? I don't get it? Why not use a younger man like they did in the comics?",NON_HATE,0.9412766098976135
AIc671o9yCI,UgxhR24ITK8wbv8M_d94AaABAg,2023-06-07T01:01:59Z,2023-06-07T01:01:59Z,0,This is more Superman than the superman we had. ❤❤,NON_HATE,0.9645450711250305
AIc671o9yCI,Ugx-Uoj3aWvjTKjjxFN4AaABAg,2023-06-04T07:15:59Z,2023-06-04T07:15:59Z,0,Just finished watching it on max loved it hopefully the characters will be in peacemaker when it comes back,NON_HATE,0.9711397290229797
AIc671o9yCI,UgxGzleUDRlugct-FZ54AaABAg,2023-06-02T00:46:25Z,2023-06-02T00:46:25Z,1,"I love Shazam, but I felt Wonder Woman was fairly mediocre...I grew up watching Teen Titans, if they had continued with that franchise, everything would have been awesome. :(",NON_HATE,0.9677501320838928
AIc671o9yCI,UgzvVIYp5Mj4MIMZ9WV4AaABAg,2023-06-01T17:20:29Z,2023-06-01T17:20:29Z,2,Wonder why this movie is a flop in theaters,NON_HATE,0.9650954604148865
AIc671o9yCI,UgzLBP4SPKtFxo87O9t4AaABAg,2023-06-01T02:17:40Z,2023-06-01T02:17:40Z,0,"Eles insistem em cameras lentas🤦‍♂️🤦‍♂️🤦‍♂️ pra quê? Isso em filmess politicamente corretos nao funciona! Ja  300 é uma coisa totalmente diferente! Câmera lenta só funciona no Dark,blood !",NON_HATE,0.9186457395553589
AIc671o9yCI,UgwOvc1be99ObDSMiJJ4AaABAg,2023-05-30T12:28:26Z,2023-05-30T12:28:26Z,0,This is the most stupid super hero of all time,NON_HATE,0.7598878145217896
AIc671o9yCI,UgwBGgDRPdNpglNX00J4AaABAg,2023-05-30T00:38:28Z,2023-05-30T00:38:28Z,1,This trailer basically spoils the whole movie,NON_HATE,0.9699137806892395
AIc671o9yCI,Ugz9CW3vXW5owqHMf0x4AaABAg,2023-05-28T22:20:03Z,2023-05-28T22:20:03Z,0,Never saw the first but my gf is begging me to watch it with her 😑,NON_HATE,0.8169654011726379
AIc671o9yCI,UgwAkBKTH9bIt5V2cEh4AaABAg,2023-05-28T14:48:42Z,2023-05-28T15:03:19Z,0,"😐 to think....if you enjoyed Fury Of The Gods like I did,  we could have had future installments with scenarios that saw the likes of CYCLONE and/or ATOM SMASHER/HAWKMAN, at least, (even if DJ had a problem with Levi's Shazam persona) make fun cameo/supporting appearances...☹️😠",NON_HATE,0.9528664946556091
AIc671o9yCI,UgxFMuNxQCXUhSVb_4N4AaABAg,2023-05-28T00:52:32Z,2023-05-28T00:52:32Z,1,this one is much better than last thor movie,NON_HATE,0.9710617065429688
AIc671o9yCI,UgwGB6qt7Y58Q6tggqh4AaABAg,2023-05-27T23:32:43Z,2023-05-27T23:32:43Z,1,The kid with the crutch ruins it for me. Too much of a squealing wimp.,NON_HATE,0.9584011435508728
AIc671o9yCI,UgzHccArMra392gcTth4AaABAg,2023-05-27T22:11:46Z,2023-05-27T22:11:46Z,1,"I enjoyed it, but it's an awful movie. Terrible writing/villains. I really enjoy Shazam's character though",NON_HATE,0.972997784614563
AIc671o9yCI,Ugw-6AoLZR8o8YiwtaB4AaABAg,2023-05-27T15:26:02Z,2023-05-27T15:26:02Z,0,Chuckkkkkk,NON_HATE,0.9780728220939636
