Video ID,Comment ID,Published At,Updated At,Likes,Comment Text,label,confidence
vS3_72Gb-bI,UgyrbszcOXsDucYdhpJ4AaABAg,2023-06-27T12:05:40Z,2023-06-27T12:05:40Z,1,Cobra Kai I remember you,NON_HATE,0.9743376970291138
vS3_72Gb-bI,UgxTFrKng7I_pyIgyth4AaABAg,2023-06-27T09:55:17Z,2023-06-27T09:55:17Z,1,1:37 there's no way that everybody in this bus remained safe,NON_HATE,0.9723551273345947
vS3_72Gb-bI,UgyIlCJBXbo-v5bGDAZ4AaABAg,2023-06-27T09:31:13Z,2023-06-27T09:31:13Z,0,Cgi look like spy kids 3 movie😂,NON_HATE,0.9634222388267517
vS3_72Gb-bI,UgynvkYRSjp4yhy7T3B4AaABAg,2023-06-27T07:14:35Z,2023-06-27T07:14:35Z,0,It’s Miguel from cobra Kai,NON_HATE,0.968026876449585
vS3_72Gb-bI,UgxzL_tkqmQOfUKmUpJ4AaABAg,2023-06-27T06:55:30Z,2023-06-27T06:55:30Z,0,"sound like an anime adaptation😂😂😂""jenny?"", ""i think it likes me"", ""haimen"", 'im in space"", ""what is going on"", 'im flying"", ""what is this""'😅😅",NON_HATE,0.9118984937667847
vS3_72Gb-bI,UgzVUzZVqRCHEY22dYx4AaABAg,2023-06-27T06:12:39Z,2023-06-27T06:12:39Z,0,This actually looks so good! I REALLY hope this will be a separate universe from the current Ezra’s the Flash universe.,NON_HATE,0.9377759099006653
vS3_72Gb-bI,Ugy4mTPTPx1p-_KEAv94AaABAg,2023-06-27T04:54:54Z,2023-06-27T04:54:54Z,0,I love this Iron-Man,NON_HATE,0.9685328006744385
vS3_72Gb-bI,Ugwe3t1hFtIV5MVEa9R4AaABAg,2023-06-27T04:50:59Z,2023-06-27T04:50:59Z,0,"Marvel: Antman
DC: we do have an insect",NON_HATE,0.9470895528793335
vS3_72Gb-bI,Ugwwto0nk-V02wfnZxR4AaABAg,2023-06-27T04:47:08Z,2023-06-27T04:47:08Z,0,2:25 did bro just make clouds buster sword from final fantasy,NON_HATE,0.9681260585784912
vS3_72Gb-bI,Ugy_hIXi21_eJDCjh6h4AaABAg,2023-06-27T04:26:32Z,2023-06-27T04:26:32Z,0,"Please, who knows if the movie Blue Beetle will also be in 3D format at the cinema?",NON_HATE,0.9686199426651001
vS3_72Gb-bI,UgwrDNSNH4NriXoa4dJ4AaABAg,2023-06-27T04:07:28Z,2023-06-27T04:07:28Z,0,I’m surprised George Lopez did a movie with another Mexican,NON_HATE,0.9297152757644653
vS3_72Gb-bI,UgwKnEujXe8JoP1vD454AaABAg,2023-06-27T03:21:48Z,2023-06-27T03:21:48Z,0,Caga da de mr. D! Ojalá fracacase como todas las peliculas de dc,NON_HATE,0.9190323948860168
vS3_72Gb-bI,UgzBx69xfuZoMWRh2hV4AaABAg,2023-06-27T02:26:45Z,2023-06-27T02:26:45Z,0,This movie going to bomb…how can they let GL call Batman a fascist..just for that I will not give WB my 200 plus..(a family of 6) I hope it flops like the flash..#firejamesgunn..,NON_HATE,0.7256006002426147
vS3_72Gb-bI,Ugy1ZFwcyNyaXdjQxMN4AaABAg,2023-06-27T01:57:22Z,2023-06-27T01:57:22Z,0,"I'm actually interested in seeing this film, and I do hope it makes way more money than the Flash.",NON_HATE,0.9677850604057312
vS3_72Gb-bI,UgzFHjtbxt9PdWTZmLp4AaABAg,2023-06-27T01:23:28Z,2023-06-27T01:23:28Z,0,This doesn't look good at all.,NON_HATE,0.9772045016288757
vS3_72Gb-bI,UgwCzUAbmP0ILXcDm9F4AaABAg,2023-06-27T00:55:22Z,2023-06-27T00:55:22Z,1,nice !!!,NON_HATE,0.9753570556640625
vS3_72Gb-bI,UgxDCL97huivDd2L_lZ4AaABAg,2023-06-27T00:41:47Z,2023-06-27T00:41:47Z,1,"I know nothing about this character, but I am so excited about this movie! Props for the sick trailer.",NON_HATE,0.9717252850532532
vS3_72Gb-bI,Ugz6_mr9wIFGbJdAU6p4AaABAg,2023-06-27T00:30:23Z,2023-06-27T00:30:23Z,1,Great casting choice for blue beetle,NON_HATE,0.9712859392166138
vS3_72Gb-bI,UgyEqt89cXpktN9Hp154AaABAg,2023-06-27T00:18:40Z,2023-06-27T00:18:40Z,1,this looks dope. i dont know about the CGI though,NON_HATE,0.9730000495910645
vS3_72Gb-bI,UgyOtDLJtFufRTQQYAt4AaABAg,2023-06-27T00:06:12Z,2023-06-27T00:06:12Z,0,NO thanks,NON_HATE,0.9734786748886108
vS3_72Gb-bI,UgwBUmD70gdOkMD-dmZ4AaABAg,2023-06-26T23:16:54Z,2023-06-26T23:16:54Z,0,The true story as to how Johnny got Miguel to walk again,NON_HATE,0.9704511761665344
vS3_72Gb-bI,UgxkSM59vaf-gt_w5zt4AaABAg,2023-06-26T21:03:50Z,2023-06-26T21:03:50Z,0,Batman isa fascist,NON_HATE,0.9235011339187622
vS3_72Gb-bI,UgzVPHQL5ntK4Uc8dCB4AaABAg,2023-06-26T19:37:55Z,2023-06-26T19:37:55Z,0,This movie feels so Marvelish,NON_HATE,0.9710448384284973
vS3_72Gb-bI,Ugx9KJk74-Yy5I3fDP94AaABAg,2023-06-26T19:29:34Z,2023-06-26T19:29:34Z,0,"I never grew up with him, but saw him in injustice 2. So, is he like, an iron man/black panther/green lantern/venom hybrid hero?",NON_HATE,0.9736340641975403
vS3_72Gb-bI,UgzHexdwybcxdZXIjdR4AaABAg,2023-06-26T19:14:15Z,2023-06-26T19:15:00Z,1,"I’m watching this because of xolo 
But I know it will be good",NON_HATE,0.9659256935119629
vS3_72Gb-bI,UgxmUqRaFsKoIuAqBft4AaABAg,2023-06-26T17:59:05Z,2023-06-26T17:59:05Z,0,"Why?  
Just make a Martian Manhunter movie that way you can lead into your own new Justice League film(s). This trashfire will make about -$250million congrats 🍾",NON_HATE,0.9184258580207825
vS3_72Gb-bI,Ugx8L58KdshU_sjM7x54AaABAg,2023-06-26T17:25:22Z,2023-06-26T17:25:22Z,0,"So it’s basically a crappy Iron Man with an annoying hip hop song? Okay, got it. 🙄🤦🏻‍♂️",NON_HATE,0.8570711016654968
vS3_72Gb-bI,UgyVdNzWIiKqV38BqjV4AaABAg,2023-06-26T17:25:11Z,2023-06-26T17:25:11Z,0,The music in the DC trailers lately has been TERRIBLE. who thought this song was a good idea?,NON_HATE,0.9749982357025146
vS3_72Gb-bI,Ugw3wraeXSQ4sIu-J3t4AaABAg,2023-06-26T17:07:14Z,2023-06-26T17:07:14Z,1,This looks soo goooddddd,NON_HATE,0.9705086350440979
vS3_72Gb-bI,UgxZV_zYwAn3i6QJL6J4AaABAg,2023-06-26T16:18:50Z,2023-06-26T16:18:50Z,0,"Honestly, this looks as bad as Morbius",NON_HATE,0.9375613331794739
vS3_72Gb-bI,UgwXHEpa8iAbmrLxRGt4AaABAg,2023-06-26T16:11:44Z,2023-06-26T16:11:44Z,0,So it’s basically moon knight but not egyptian?,NON_HATE,0.9759460687637329
vS3_72Gb-bI,Ugw0KREEiX1R7y1-zcV4AaABAg,2023-06-26T15:16:00Z,2023-06-26T15:16:00Z,0,"I respect all dc fans but to me it seems like a mix of iron man, ms. Marvel and ant man. And I don’t mean the comics I mean the trailer/ film. But I need to say I it looks like a intresting film and I don’t want to hate.",NON_HATE,0.8957253694534302
vS3_72Gb-bI,UgzYUjdupqBNK-Nasrx4AaABAg,2023-06-26T13:46:04Z,2023-06-26T13:46:04Z,1,"""Batman's the fascist""? Fine, let's tear down characters that people really like, maybe it'll work this time.",NON_HATE,0.9645042419433594
vS3_72Gb-bI,UgwWwkKM7NKEFy-47Dh4AaABAg,2023-06-26T13:38:16Z,2023-06-26T13:38:16Z,0,"Looks alright, but was the Batman hate necessary at the end?",NON_HATE,0.9437811374664307
vS3_72Gb-bI,Ugz1ZvVz_HPFkKJ8xzZ4AaABAg,2023-06-26T13:30:27Z,2023-06-26T13:30:27Z,0,लाल पूरा ठेला लाल,NON_HATE,0.9665933847427368
