Video ID,Comment ID,Published At,Updated At,Likes,Comment Text,label,confidence
aWzlQ2N6qqg,UgxeHS6zwsH_Ls8_7014AaABAg,2023-06-27T02:15:58Z,2023-06-27T02:15:58Z,0,the way scarlet witch ate this movie but I hate how they made her the villain I thought she's supposed to be Dr strange ally😭,NON_HATE,0.8349429368972778
aWzlQ2N6qqg,Ugw9A_bTSIuG3cRZjwB4AaABAg,2023-06-19T19:42:46Z,2023-06-19T19:42:46Z,0,"I love how the trailers don't spoil the surprise that Wanda Maximoff was the villain of the movie. I was shocked to say the least...

THAT is how trailers are supposed to be. Give you insight of the movie, a picture of what to expect, and leave all big reveals at the theater.",NON_HATE,0.9557193517684937
aWzlQ2N6qqg,UgwAbNUBa_UI1Mb7h1R4AaABAg,2023-06-19T18:27:52Z,2023-06-19T18:27:52Z,1,This trailer was good at hiding the true villain. s.n. the Dr strange in the incursion world never says “things just got out of hand”,NON_HATE,0.9549460411071777
aWzlQ2N6qqg,Ugwjave5UV3yxJYbr2Z4AaABAg,2023-06-17T19:53:32Z,2023-06-17T19:53:32Z,1,"I like how the trailer makes it out like dr strange caused some multiverse destruction that he's forced to fix along with being punished by some multiverse higher-ups, but the movie is basically about some multiverse traveling kid who's being chased down by a crazy witch lady who wants to see her non existent kids.",NON_HATE,0.9079253077507019
aWzlQ2N6qqg,UgyTbk7AALhIryL-1f94AaABAg,2023-06-17T00:25:47Z,2023-06-17T00:25:47Z,0,This is my third favorite marvel movie I love murder and this movie Illuminati was great I wish Wanda killed reed richards just saying,NON_HATE,0.9297815561294556
aWzlQ2N6qqg,Ugy_9OOeTv8dPUOmagR4AaABAg,2023-06-16T05:45:10Z,2023-06-16T05:45:10Z,0,"The cameo in 838 (you know who I’m talking about), and Wanda were the highlights of this movie. Otherwise, it was mediocre. Not bad, just mediocre. A few pangs of woke garbage, but that’d to be expected. I mean cmon, America has 2 moms? The 838 Captain Marvel was also CLEARLY cast for diversity purposes. When does the woketardation END with Hollywood? 

Woketardation aside, I REALLY enjoyed Wanda’s heavy villain arc. She’s terrifying in the best way possible, and I hope I see way more of her playing a MAJOR role in other movies, and not just with the Avengers or Wandavidion.",NON_HATE,0.8144503235816956
aWzlQ2N6qqg,UgwtVXSSSJ-yyjg9t_p4AaABAg,2023-06-15T02:46:20Z,2023-06-15T02:46:20Z,0,Warning There’s woke b.s. in this movie. Skip it,NON_HATE,0.9717885255813599
aWzlQ2N6qqg,UgzYYgIBxiegtL7lS954AaABAg,2023-06-15T00:46:29Z,2023-06-15T00:46:29Z,1,Still upset that this was the second greatest Marvel trailer only behind Infinity War and what a dud. Talk about overselling and underperforming!,NON_HATE,0.9640037417411804
aWzlQ2N6qqg,UgzzounJXTnmbg5KW-V4AaABAg,2023-06-14T11:14:49Z,2023-06-14T11:14:49Z,0,Gg overload,NON_HATE,0.9739124774932861
aWzlQ2N6qqg,Ugx3J7qWMmUq6-SVhd54AaABAg,2023-06-13T03:28:35Z,2023-06-13T03:28:35Z,1,Now this is a perfect trailer. It didn't give anything away.,NON_HATE,0.9763873219490051
aWzlQ2N6qqg,Ugx69y-uuX0h1JXlGEZ4AaABAg,2023-06-13T01:23:17Z,2023-06-13T01:23:17Z,0,Garbage.,NON_HATE,0.9781283736228943
aWzlQ2N6qqg,UgzPbLymLWyVDLt42TJ4AaABAg,2023-06-11T10:26:32Z,2023-06-11T10:26:32Z,0,love this movie ❤,NON_HATE,0.9712011218070984
aWzlQ2N6qqg,Ugy_pHfcIg8xVMvU-dJ4AaABAg,2023-06-11T05:28:29Z,2023-06-11T05:28:29Z,0,People don’t just understand the story line of marvel movies 🤦‍♂️ movie was 🔥🔥,NON_HATE,0.9594999551773071
aWzlQ2N6qqg,Ugzpy6NHi52ezhdGdBN4AaABAg,2023-06-10T17:00:46Z,2023-06-10T17:00:46Z,3,This movie had so much potential,NON_HATE,0.9732609391212463
aWzlQ2N6qqg,UgyYoUhWR53mKJ1bCn94AaABAg,2023-06-10T08:35:35Z,2023-06-10T08:35:35Z,1,How can I get your contents for uploading on youtube,NON_HATE,0.9667630791664124
aWzlQ2N6qqg,Ugzne-FtUQeh5LgSbdZ4AaABAg,2023-06-10T00:24:56Z,2023-06-10T00:24:56Z,1,there are at least ten things that I know that I already told you all that would universally change the game and the way people live … (three cards and a deadman’s chest) … I am not moving for anybody.,NON_HATE,0.9655386209487915
aWzlQ2N6qqg,UgxeUiyVZA6nUYnhOP14AaABAg,2023-06-09T13:45:23Z,2023-06-09T13:45:23Z,4,Movie have high potential to be better such a waste,NON_HATE,0.9154898524284363
aWzlQ2N6qqg,Ugy7kJYhwnGlfmy5MNJ4AaABAg,2023-06-09T01:14:39Z,2023-06-09T01:15:14Z,0,that was the first time I looked at a sprite in the past two weeks of indirect revelations and did not feel guilty about it … so … I Will keep it in my garage and save it for later.,NON_HATE,0.9642685651779175
aWzlQ2N6qqg,UgzG9XpRbQDF4HBAqxZ4AaABAg,2023-06-08T10:51:51Z,2023-06-08T10:51:51Z,0,If Tony's alive i bet Dr Strange will be fried. Is another eye really necessary? 🥲,NON_HATE,0.9472015500068665
aWzlQ2N6qqg,UgzY8j1dy7Z1M9ujUmZ4AaABAg,2023-06-08T09:38:34Z,2023-06-08T09:38:34Z,3,"Good trailer, awful movie",NON_HATE,0.9701180458068848
aWzlQ2N6qqg,UgwJ7kM6t-bmbJQKNcZ4AaABAg,2023-06-06T23:58:26Z,2023-06-06T23:58:26Z,3,When the trailer is better than the movie,NON_HATE,0.9716192483901978
aWzlQ2N6qqg,UgwCxUrjBWShlA9MFpx4AaABAg,2023-06-06T18:54:05Z,2023-06-06T18:54:05Z,0,Still getting goosebumps,NON_HATE,0.9732783436775208
aWzlQ2N6qqg,UgwQeUIGki77PE7ulRp4AaABAg,2023-06-04T18:31:35Z,2023-06-04T18:31:35Z,2,is this the movie after no way home?,NON_HATE,0.9769072532653809
aWzlQ2N6qqg,UgynoFfTEZ6ISkCy6WB4AaABAg,2023-06-04T18:29:48Z,2023-06-04T18:30:57Z,3,"The movie might not have been great, but man that was the best marvel trailer ever, literal goosebumps, the music, the tension, even few surprises, everything!!",NON_HATE,0.9717363119125366
aWzlQ2N6qqg,UgyKL6zYjGyiHxLs9zZ4AaABAg,2023-06-03T05:59:54Z,2023-06-03T05:59:54Z,1,"Ngl, I only seen this movie once when it came to Disney+ and I didn’t like it for some reason.",NON_HATE,0.9742944240570068
aWzlQ2N6qqg,UgygjLa2pr5cgWBtFZZ4AaABAg,2023-06-01T13:39:45Z,2023-06-01T13:39:45Z,3,I had such high hopes for this film.,NON_HATE,0.9769467711448669
aWzlQ2N6qqg,UgxKU0f2zuD7xfFTOUR4AaABAg,2023-05-29T10:04:09Z,2023-05-29T10:04:09Z,4,This movie is a better version of Quantumania,NON_HATE,0.9664471745491028
aWzlQ2N6qqg,UgxAvtu9J2_8JM0Mdrl4AaABAg,2023-05-29T05:01:32Z,2023-05-29T05:01:32Z,10,I've watched this trailer like 10 times ( after watching the Movie ) and I'm happy to say that the movie met my expectations. ❤,NON_HATE,0.9683002829551697
aWzlQ2N6qqg,Ugzp4i2G_pgknV6R7rN4AaABAg,2023-05-26T06:03:42Z,2023-05-26T06:03:42Z,2,Wow extremely and interesting movie,NON_HATE,0.9727950096130371
aWzlQ2N6qqg,Ugz14fgE-O5_PvH4v0F4AaABAg,2023-05-25T20:56:05Z,2023-05-25T20:56:05Z,4,This was rubbish 😢 🙄,NON_HATE,0.908676028251648
aWzlQ2N6qqg,UgzjEZmXHSiO42ethIp4AaABAg,2023-05-23T12:31:49Z,2023-05-23T12:31:49Z,6,"wow, one year already",NON_HATE,0.9770140051841736
aWzlQ2N6qqg,UgxYi7rgdd1HH7Psii54AaABAg,2023-05-19T21:28:49Z,2023-05-19T21:28:49Z,1,Name?,NON_HATE,0.9781938791275024
aWzlQ2N6qqg,Ugx9WDfHkV7xpEdA1oN4AaABAg,2023-05-19T20:12:39Z,2023-05-19T20:12:39Z,0,Pure Satanism.,NON_HATE,0.978209912776947
